survey_id,registration_id,satisfaction_score,usefulness_score,instructor_score,recommendation_score,overall_score,NPS_bucket,survey_comments,survey_submission_date
1257,1676,5,5,4,4,4.5,Passive,"Surprisingly, the robot build during Robotics Lab Saturday really clicked for me, the organizers ran things smoothly even with a big crowd; I'd definitely recommend this to a friend. By the end, it boosted my confidence more than I expected, the web dev sprint during Robotics Lab Saturday really clicked for me; This pushed me to apply for a related program. — next time I'd bring a friend.",9/10/22 13:07
1258,1678,4,5,4,5,4.5,Promoter,"If I'm being honest, the mentor roundtable during Girls in STEAM Mentoring really clicked for me, the pacing made complex ideas feel doable; This was absolutely worth the time. In my opinion, the hands-on segment tied everything together, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me; This was absolutely worth the time.",8/9/23 13:26
1259,1679,4,4,5,4,4.25,Passive,"I left with actionable next steps, the Python lab during Data Science Study Group really clicked for me.",4/1/22 5:17
1260,1680,5,4,4,5,4.5,Promoter,"From my perspective, the organizers ran things smoothly even with a big crowd, the goal-setting exercise during Mentor Office Hours really clicked for me (snacks were a plus). There were concrete examples I can reuse at school, the goal-setting exercise during Mentor Office Hours really clicked for me; I left energized to keep learning.",5/30/22 4:19
1261,1681,5,5,5,5,5,Promoter,"The mentor roundtable during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd. The goal-setting exercise during Girls in STEAM Mentoring really clicked for me, the mentors were down-to-earth and answered real questions; I'd definitely recommend this to a friend. By the end, the mentors were down-to-earth and answered real questions, the resume clinic during Girls in STEAM Mentoring really clicked for me; This was absolutely worth the time!",12/14/21 19:04
1262,1682,3,4,4,4,3.75,Passive,"Surprisingly, some sections moved quickly but were still useful, and the Arduino demo was helpful during Data Science Study Group. I'm curious to see how the next session improves! Surprisingly, the room was a bit crowded, yet the content landed, and the Arduino demo was helpful during Data Science Study Group. In my opinion, the room was a bit crowded, yet the content landed, and the web dev sprint was helpful during Data Science Study Group.",12/18/24 17:28
1263,1683,4,5,4,5,4.5,Promoter,"The Python lab during Web Dev Bootcamp Night really clicked for me, I met people who want to collaborate on projects! I didn't expect this, but, the mentors were down-to-earth and answered real questions, the robot build during Web Dev Bootcamp Night really clicked for me; I'd definitely recommend this to a friend. — which surprised me in a good way.",4/12/24 17:29
1264,1684,5,5,4,4,4.5,Passive,"From my perspective, the Python lab during Web Dev Bootcamp Night really clicked for me, the organizers ran things smoothly even with a big crowd; I'd definitely recommend this to a friend. The robot build during Web Dev Bootcamp Night really clicked for me, the organizers ran things smoothly even with a big crowd (wish there had been more time). Surprisingly, the coding challenges during Web Dev Bootcamp Night really clicked for me, the organizers ran things smoothly even with a big crowd. I didn't expect this, but, the pacing made complex ideas feel doable, the robot build during Web Dev Bootcamp Night really clicked for me.",7/5/24 13:10
1265,1685,4,5,4,4,4.25,Passive,"The mixed-media project during Intro to Painting Class really clicked for me, it boosted my confidence more than I expected! The gallery walk during Intro to Painting Class really clicked for me, the pacing made complex ideas feel doable.",1/26/24 10:08
1266,1688,4,4,5,5,4.5,Promoter,"I left with actionable next steps, the data activity during Web Dev Bootcamp Night really clicked for me. I didn't expect this, but, I met people who want to collaborate on projects, the Arduino demo during Web Dev Bootcamp Night really clicked for me (wish there had been more time)! The hands-on segment tied everything together, the web dev sprint during Web Dev Bootcamp Night really clicked for me; I'd definitely recommend this to a friend. — which surprised me in a good way! To be fair, the robot build during Web Dev Bootcamp Night really clicked for me, the mentors were down-to-earth and answered real questions; I left energized to keep learning. — next time I'd bring a friend.",11/23/24 21:20
1267,1691,4,5,4,5,4.5,Promoter,"In my opinion, the panel Q&A during Girls in STEAM Mentoring really clicked for me, I met people who want to collaborate on projects — next time I'd bring a friend. It boosted my confidence more than I expected, the networking breakouts during Girls in STEAM Mentoring really clicked for me; This was absolutely worth the time.",9/3/25 3:22
1268,1692,4,4,4,4,4,Passive,"Honestly, I met people who want to collaborate on projects, the Python lab during Web Dev Bootcamp Night really clicked for me. Honestly, I met people who want to collaborate on projects, the Python lab during Web Dev Bootcamp Night really clicked for me; I'd attend again with a clearer agenda. — next time I'd bring a friend.",6/5/22 0:27
1269,1693,4,4,3,4,3.75,Passive,"I knew parts of it already, but I still learned something, and the gallery walk was helpful during Intro to Painting Class! I didn't expect this, but, some sections moved quickly but were still useful, and the gallery walk was helpful during Intro to Painting Class! In my opinion, not every topic applied to me, but I took notes for later, and the gallery walk was helpful during Intro to Painting Class.",4/25/24 16:15
1270,1694,5,4,5,5,4.75,Promoter,"At first, the breakout workshops during STEAM Summit & Expo really clicked for me, the hands-on segment tied everything together. The closing panel during STEAM Summit & Expo really clicked for me, the organizers ran things smoothly even with a big crowd — especially for beginners.",6/15/23 21:09
1271,1695,5,4,4,4,4.25,Passive,"Honestly, the panel Q&A during Girls in STEAM Mentoring really clicked for me, the pacing made complex ideas feel doable; I might recommend it depending on the topic. I didn't expect this, but, the panel Q&A during Girls in STEAM Mentoring really clicked for me, the pacing made complex ideas feel doable; It was useful overall!",10/27/22 4:16
1272,1697,5,3,4,5,4.25,Promoter,"I didn't expect this, but, the mentors were down-to-earth and answered real questions, the mentor roundtable during Leadership Circle Meetup really clicked for me; I'd attend again with a clearer agenda. The mentor roundtable during Leadership Circle Meetup really clicked for me, the pacing made complex ideas feel doable.",7/17/22 3:19
1273,1699,5,5,4,4,4.5,Passive,"There were concrete examples I can reuse at school, the panel Q&A during Mentor Office Hours really clicked for me! By the end, the networking breakouts during Mentor Office Hours really clicked for me, the pacing made complex ideas feel doable; This pushed me to apply for a related program. Overall, I met people who want to collaborate on projects, the goal-setting exercise during Mentor Office Hours really clicked for me. Overall, I left with actionable next steps, the networking breakouts during Mentor Office Hours really clicked for me — which surprised me in a good way.",2/20/23 17:07
1274,1700,4,5,5,5,4.75,Promoter,"From my perspective, the robot build during Robotics Lab Saturday really clicked for me, I met people who want to collaborate on projects; I'd definitely recommend this to a friend! The hands-on segment tied everything together, the Python lab during Robotics Lab Saturday really clicked for me; I'd come again and bring a classmate next time! To be fair, the hands-on segment tied everything together, the Python lab during Robotics Lab Saturday really clicked for me; I'd definitely recommend this to a friend. The hands-on segment tied everything together, the web dev sprint during Robotics Lab Saturday really clicked for me; This pushed me to apply for a related program.",11/22/21 9:27
